Id,Use Case,Status,Created Date,Close Date,Price,Discount code,Pain,Loss Reason,Close Date_year,Close Date_month,Close Date_day,Close Date_weekday,Created Date_year,Created Date_month,Created Date_day,Created Date_weekday,Duration,Id_is_null,Use Case_is_null,Price_is_null,Discount code_is_null,Pain_is_null,Loss Reason_is_null
uslx2c8c,Corporate Events,Closed Lost,2019-11-17,2019-11-18,360.0,MONTHSAVE25DEAL,financial control,lost to competitor,2019,11,18,0,2019,11,17,6,1.0,False,False,False,False,False,False
gggo1zge,Corporate Events,Demo 1,2019-11-19,2020-01-26,,,,,2020,1,26,6,2019,11,19,1,68.0,False,False,True,True,True,True
,Educational Seminars,Closed Lost,2019-07-06,2019-07-06,334.0,,operations,lost to competitor,2019,7,6,5,2019,7,6,5,0.0,True,False,False,True,False,False
oi8pyr0x,Corporate Events,Closed Won,2019-08-06,2019-08-06,600.0,,,,2019,8,6,1,2019,8,6,1,0.0,False,False,False,True,True,True
b65b1g3z,Corporate Events,Closed Won,2019-12-18,2019-12-18,960.0,ANNUAL60DEAL,operations,,2019,12,18,2,2019,12,18,2,0.0,False,False,False,False,False,True
yhc6yuwu,Sports Events,Closed Won,2019-09-06,2019-10-06,768.0,HALFYEAR20G,quality of delivery,,2019,10,6,6,2019,9,6,4,30.0,False,False,False,False,False,True
c1n3we27,Sports Events,Demo 1,2019-10-06,2020-01-26,,,operations,,2020,1,26,6,2019,10,6,6,112.0,False,False,True,True,False,True
,Wedding Planning,Closed Lost,2019-11-10,2020-09-26,,,,no response,2020,9,26,5,2019,11,10,6,321.0,True,False,True,True,True,False
kvt2gj12,Corporate Events,Closed Won,2019-11-10,2019-11-23,360.0,MONTHSAVE25DEAL,,,2019,11,23,5,2019,11,10,6,13.0,False,False,False,False,True,True
,Sports Events,Demo 1,2019-11-11,2020-01-26,,,operations,,2020,1,26,6,2019,11,11,0,76.0,True,False,True,True,False,True
jck55wbd,Educational Seminars,Demo 1,2019-11-11,2020-01-26,450.0,QUARTERSAVE25,financial control,,2020,1,26,6,2019,11,11,0,76.0,False,False,False,False,False,True
h493pfxh,Educational Seminars,Closed Lost,2019-11-18,2019-11-18,360.0,25GIFT,financial control,no product fit,2019,11,18,0,2019,11,18,0,0.0,False,False,False,False,False,False
0wymszvw,Sports Events,Closed Won,2019-09-06,2019-09-06,120.0,GIVEAWAYFREE,,,2019,9,6,4,2019,9,6,4,0.0,False,False,False,False,True,True
e3gleq5r,Corporate Events,Demo 1,2019-12-24,2020-01-26,,,quality of delivery,,2020,1,26,6,2019,12,24,1,33.0,False,False,True,True,False,True
68z2e14h,Corporate Events,Closed Won,2019-08-06,2019-09-06,1344.0,YEARLY30PROMO,operations,,2019,9,6,4,2019,8,6,1,31.0,False,False,False,False,False,True
zcvegu22,Sports Events,Closed Won,2020-03-27,2020-03-27,960.0,YEARLY60,,,2020,3,27,4,2020,3,27,4,0.0,False,False,False,False,True,True
afivu0ad,Corporate Events,Closed Won,2019-11-18,2019-02-07,120.0,3QUARTERS75CUT,operations,,2019,2,7,3,2019,11,18,0,284.0,False,False,False,False,False,True
,Wedding Planning,Closed Lost,2019-11-09,2019-11-09,,,,no response,2019,11,9,5,2019,11,9,5,0.0,True,False,True,True,True,False
osgn4234,Educational Seminars,Negotiation,2020-04-26,2020-04-26,768.0,HALFYEAR20G,,,2020,4,26,6,2020,4,26,6,0.0,False,False,False,False,True,True
tkoghufn,Corporate Events,Closed Won,2019-08-06,2019-08-06,1008.0,RENEW30YEARLY,operations,,2019,8,6,1,2019,8,6,1,0.0,False,False,False,False,False,True
javll9xi,Corporate Events,Checkbox,2019-12-21,2019-12-21,300.0,MONTH50CUTBACK,,,2019,12,21,5,2019,12,21,5,0.0,False,False,False,False,True,True
mhtrpofn,Corporate Events,Closed Lost,2019-11-10,2019-11-10,240.0,DISCOUNT50POWER,financial control,no product fit,2019,11,10,6,2019,11,10,6,0.0,False,False,False,False,False,False
zly6yc6x,Educational Seminars,Closed Lost,2019-11-19,2019-11-25,1344.0,ANNUAL30BONUS,quality of delivery,no response,2019,11,25,0,2019,11,19,1,6.0,False,False,False,False,False,False
,Corporate Events,Closed Lost,2019-11-24,2019-11-25,0.0,,financial control,no response,2019,11,25,0,2019,11,24,6,1.0,True,False,False,True,False,False
kjhvaa7o,Educational Seminars,Closed Lost,2019-11-19,2019-11-25,240.0,MONTH50REBATE,operations,no response,2019,11,25,0,2019,11,19,1,6.0,False,False,False,False,False,False
bi10s29x,Sports Events,Negotiation,2020-08-27,2020-08-27,960.0,YEARLY60,,,2020,8,27,3,2020,8,27,3,0.0,False,False,False,False,True,True
dwjfamjd,Corporate Events,Closed Won,2019-01-07,2019-01-07,768.0,2SEMESTERS20OFF,financial control,,2019,1,7,0,2019,1,7,0,0.0,False,False,False,False,False,True
,Educational Seminars,Closed Lost,2019-12-11,2019-12-16,200.0,,time saving,lost to competitor,2019,12,16,0,2019,12,11,2,5.0,True,False,False,True,False,False
w9ufwx5o,Educational Seminars,Closed Won,2019-12-14,2019-12-18,300.0,SAVEMORE50,operations,,2019,12,18,2,2019,12,14,5,4.0,False,False,False,False,False,True
6mrt4tlu,Corporate Events,Closed Won,2019-12-22,2019-12-22,1344.0,YEARLY30PROMO,,,2019,12,22,6,2019,12,22,6,0.0,False,False,False,False,True,True
xhkfife6,Corporate Events,Closed Won,2019-11-17,2019-11-17,360.0,MONTHSAVE25DEAL,operations,,2019,11,17,6,2019,11,17,6,0.0,False,False,False,False,False,True
y8p7i6cq,Educational Seminars,Demo 1,2019-08-06,2020-01-26,,,quality of delivery,,2020,1,26,6,2019,8,6,1,173.0,False,False,True,True,False,True
p67jkcab,Corporate Events,Closed Won,2019-12-15,2019-12-16,1344.0,YEARLY30PROMO,operations,,2019,12,16,0,2019,12,15,6,1.0,False,False,False,False,False,True
51ifjt3f,Corporate Events,Closed Won,2019-12-17,2019-12-17,360.0,MONTHSAVE25DEAL,operations,,2019,12,17,1,2019,12,17,1,0.0,False,False,False,False,False,True
9znb8r95,Corporate Events,Closed Won,2019-12-24,2019-12-24,1344.0,YEARLY30PROMO,quality of delivery,,2019,12,24,1,2019,12,24,1,0.0,False,False,False,False,False,True
c066aytf,Educational Seminars,Closed Won,2019-12-25,2019-12-25,324.0,SLASH10,operations,,2019,12,25,2,2019,12,25,2,0.0,False,False,False,False,False,True
b0xkfuj2,Corporate Events,Closed Lost,2020-02-25,2020-10-27,768.0,2SEMESTERS20OFF,operations,no response,2020,10,27,1,2020,2,25,1,245.0,False,False,False,False,False,False
exut3bnp,Corporate Events,Closed Won,2019-11-20,2019-11-23,576.0,2SEMESTERS20SALE,operations,,2019,11,23,5,2019,11,20,2,3.0,False,False,False,False,False,True
i7f6btlu,Corporate Events,Closed Won,2019-12-23,2019-12-23,240.0,MONTH50REBATE,operations,,2019,12,23,0,2019,12,23,0,0.0,False,False,False,False,False,True
5mm6gtlz,Corporate Events,Closed Won,2020-09-26,2020-09-26,240.0,MONTH50REBATE,quality of delivery,,2020,9,26,5,2020,9,26,5,0.0,False,False,False,False,False,True
wwlwly64,Corporate Events,Closed Won,2019-05-07,2019-12-08,360.0,MONTHSAVE25DEAL,operations,,2019,12,8,6,2019,5,7,1,215.0,False,False,False,False,False,True
96urgb5e,Educational Seminars,Closed Won,2020-09-26,2020-09-26,960.0,BIANNUAL20,operations,,2020,9,26,5,2020,9,26,5,0.0,False,False,False,False,False,True
288g5d5r,Corporate Events,Negotiation,2020-10-27,2020-10-27,0.0,,quality of delivery,,2020,10,27,1,2020,10,27,1,0.0,False,False,False,True,False,True
x8ef2uaj,Corporate Events,Demo 1,2020-10-27,2020-01-26,240.0,DISCOUNT50POWER,financial control,,2020,1,26,6,2020,10,27,1,275.0,False,False,False,False,False,True
,Corporate Events,Demo 1,2019-12-14,2020-01-26,,,quality of delivery,,2020,1,26,6,2019,12,14,5,43.0,True,False,True,True,False,True
mjlorftl,Educational Seminars,Closed Won,2020-04-26,2020-04-26,200.0,25GIFT,operations,,2020,4,26,6,2020,4,26,6,0.0,False,False,False,False,False,True
3ok0nd9d,Educational Seminars,Closed Won,2020-02-25,2020-09-26,324.0,SLASH10,financial control,,2020,9,26,5,2020,2,25,1,214.0,False,False,False,False,False,True
60cv8ar4,,Demo 1,2019-10-06,2020-01-26,,,quality of delivery,,2020,1,26,6,2019,10,6,6,112.0,False,True,True,True,False,True
xihkl4rn,Corporate Events,Negotiation,2019-12-08,2019-12-08,960.0,BIANNUAL20,operations,,2019,12,8,6,2019,12,8,6,0.0,False,False,False,False,False,True
50pqgevs,Corporate Events,Demo 1,2019-12-15,2020-01-26,,,operations,,2020,1,26,6,2019,12,15,6,42.0,False,False,True,True,False,True
8aoo5aif,Educational Seminars,Closed Lost,2019-11-23,2019-11-23,0.0,,operations,no product fit,2019,11,23,5,2019,11,23,5,0.0,False,False,False,True,False,False
7vhju4cb,Corporate Events,Negotiation,2019-01-07,2019-02-07,768.0,2SEMESTERS20OFF,operations,,2019,2,7,3,2019,1,7,0,31.0,False,False,False,False,False,True
6vxmhio9,Educational Seminars,Negotiation,2020-04-26,2020-04-26,1008.0,RENEWYEAR30,,,2020,4,26,6,2020,4,26,6,0.0,False,False,False,False,True,True
7rg2xgw6,Corporate Events,Closed Won,2019-11-25,2019-12-14,300.0,MONTH50CUTBACK,operations,,2019,12,14,5,2019,11,25,0,19.0,False,False,False,False,False,True
5n6xlvze,Corporate Events,Negotiation,2020-03-27,2020-03-27,360.0,SAVE25LESS,operations,,2020,3,27,4,2020,3,27,4,0.0,False,False,False,False,False,True
8yg2ktyb,Sports Events,Closed Won,2019-12-23,2019-12-23,300.0,SAVEMORE50,financial control,,2019,12,23,0,2019,12,23,0,0.0,False,False,False,False,False,True
e8m66cn7,Corporate Events,Negotiation,2020-09-26,2020-09-26,0.0,,financial control,,2020,9,26,5,2020,9,26,5,0.0,False,False,False,True,False,True
jvcxt0hx,Educational Seminars,Negotiation,2019-11-11,2019-11-11,300.0,SAVEMORE50,financial control,,2019,11,11,0,2019,11,11,0,0.0,False,False,False,False,False,True
otiyixnh,Educational Seminars,Closed Lost,2019-11-12,2019-11-23,0.0,,financial control,no response,2019,11,23,5,2019,11,12,1,11.0,False,False,False,True,False,False
,Wedding Planning,Closed Lost,2019-11-24,2019-12-21,,,,no budget,2019,12,21,5,2019,11,24,6,27.0,True,False,True,True,True,False
,Educational Seminars,Demo 1,2019-07-07,2020-01-26,,,financial control,,2020,1,26,6,2019,7,7,6,203.0,True,False,True,True,False,True
n7xyxn9h,Corporate Events,Closed Won,2020-02-25,2020-02-25,240.0,MONTH50REBATE,operations,,2020,2,25,1,2020,2,25,1,0.0,False,False,False,False,False,True
eyjw9ydu,Educational Seminars,Closed Won,2020-03-27,2020-03-27,120.0,NOCOSTREG,,,2020,3,27,4,2020,3,27,4,0.0,False,False,False,False,True,True
0otwjac7,Corporate Events,Closed Won,2020-08-27,2020-08-27,14876.0,QUARTERLY75OFF,,,2020,8,27,3,2020,8,27,3,0.0,False,False,False,False,True,True
4d83bs7p,Corporate Events,Closed Won,2020-08-27,2020-08-27,240.0,MONTH50REBATE,financial control,,2020,8,27,3,2020,8,27,3,0.0,False,False,False,False,False,True
f1jiny0o,Corporate Events,Closed Lost,2020-09-26,2020-09-26,200.0,,operations,no product fit,2020,9,26,5,2020,9,26,5,0.0,False,False,False,True,False,False
bwrx3ael,Sports Events,Closed Won,2019-07-06,2019-07-06,240.0,SAVEMONTH50G,operations,,2019,7,6,5,2019,7,6,5,0.0,False,False,False,False,False,True
ga5x5ohc,Corporate Events,Closed Won,2019-11-16,2019-11-16,576.0,2SEMESTERS20SALE,quality of delivery,,2019,11,16,5,2019,11,16,5,0.0,False,False,False,False,False,True
194gbb0w,Educational Seminars,Closed Lost,2019-11-20,2019-11-20,200.0,,,lost to competitor,2019,11,20,2,2019,11,20,2,0.0,False,False,False,True,True,False
,Corporate Events,Closed Lost,2019-11-18,2019-11-23,200.0,,operations,lost to competitor,2019,11,23,5,2019,11,18,0,5.0,True,False,False,True,False,False
81a73dzr,Corporate Events,Closed Lost,2019-11-20,2019-11-20,576.0,2SEMESTERS20SALE,operations,not target,2019,11,20,2,2019,11,20,2,0.0,False,False,False,False,False,False
6isqpe81,Corporate Events,Closed Lost,2019-11-17,2019-11-19,768.0,2SEMESTERS20OFF,quality of delivery,lost to competitor,2019,11,19,1,2019,11,17,6,2.0,False,False,False,False,False,False
n124yb1s,Corporate Events,Closed Won,2019-11-25,2019-11-25,960.0,ANNUAL60DEAL,,,2019,11,25,0,2019,11,25,0,0.0,False,False,False,False,True,True
sfsixfyw,Corporate Events,Closed Won,2019-02-07,2019-02-07,300.0,MONTH50CUTBACK,quality of delivery,,2019,2,7,3,2019,2,7,3,0.0,False,False,False,False,False,True
zppu8nyk,Corporate Events,Closed Lost,2019-05-07,2019-07-07,240.0,,quality of delivery,no response,2019,7,7,6,2019,5,7,1,61.0,False,False,False,True,False,False
1recnp1e,Corporate Events,Closed Won,2019-05-07,2019-05-07,768.0,2SEMESTERS20OFF,financial control,,2019,5,7,1,2019,5,7,1,0.0,False,False,False,False,False,True
xtpzigqr,Corporate Events,Closed Lost,2019-12-08,2019-12-11,1344.0,YEARLY30PROMO,quality of delivery,not target,2019,12,11,2,2019,12,8,6,3.0,False,False,False,False,False,False
iz6uq7fg,Sports Events,Demo 1,2019-12-09,2020-01-26,,,quality of delivery,,2020,1,26,6,2019,12,9,0,48.0,False,False,True,True,False,True
feni9v9i,Corporate Events,Closed Won,2019-12-25,2019-12-25,960.0,ANNUAL60DEAL,operations,,2019,12,25,2,2019,12,25,2,0.0,False,False,False,False,False,True
5nxsvhpy,Corporate Events,Closed Won,2019-11-10,2019-11-10,324.0,10OFFREDUCED,operations,,2019,11,10,6,2019,11,10,6,0.0,False,False,False,False,False,True
dv6tw5nc,Sports Events,Closed Won,2019-11-16,2019-11-17,1008.0,10OFFREDUCED,operations,,2019,11,17,6,2019,11,16,5,1.0,False,False,False,False,False,True
yc6jjubk,Educational Seminars,Closed Won,2019-11-23,2019-11-24,324.0,SLASH10,operations,,2019,11,24,6,2019,11,23,5,1.0,False,False,False,False,False,True
7tq43nwv,Corporate Events,Closed Won,2019-07-07,2019-07-07,768.0,2SEMESTERS20OFF,operations,,2019,7,7,6,2019,7,7,6,0.0,False,False,False,False,False,True
p86gp515,Corporate Events,Closed Won,2019-11-19,2019-11-19,720.0,4SEMESTERS40DEAL,operations,,2019,11,19,1,2019,11,19,1,0.0,False,False,False,False,False,True
nm5k3jtx,Corporate Events,Closed Lost,2019-12-08,2019-12-09,0.0,,operations,lost to competitor,2019,12,9,0,2019,12,8,6,1.0,False,False,False,True,False,False
ri0x1wzk,Corporate Events,Closed Won,2019-12-14,2019-12-14,768.0,2SEMESTERS20OFF,operations,,2019,12,14,5,2019,12,14,5,0.0,False,False,False,False,False,True
6exqr5v3,Educational Seminars,Closed Lost,2019-12-15,2019-12-25,8014.0,YEARLONG75BONUS,operations,no response,2019,12,25,2,2019,12,15,6,10.0,False,False,False,False,False,False
7h1091nf,Educational Seminars,Closed Won,2019-12-17,2020-02-25,450.0,SAVEQUARTER25,operations,,2020,2,25,1,2019,12,17,1,70.0,False,False,False,False,False,True
l8td1uxt,Corporate Events,Closed Won,2019-12-21,2019-12-21,324.0,10OFFREDUCED,operations,,2019,12,21,5,2019,12,21,5,0.0,False,False,False,False,False,True
fffpl037,Educational Seminars,Closed Lost,2019-12-22,2019-12-25,1344.0,ANNUAL30BONUS,,lost to competitor,2019,12,25,2,2019,12,22,6,3.0,False,False,False,False,True,False
sh6w5l7r,Corporate Events,Negotiation,2019-12-23,2019-12-23,300.0,MONTH50CUTBACK,operations,,2019,12,23,0,2019,12,23,0,0.0,False,False,False,False,False,True
rk8kyngl,Corporate Events,Closed Won,2020-03-27,2020-03-27,768.0,2SEMESTERS20OFF,quality of delivery,,2020,3,27,4,2020,3,27,4,0.0,False,False,False,False,False,True
llcxz6dm,Educational Seminars,Negotiation,2020-08-27,2020-08-27,1344.0,ANNUAL30BONUS,quality of delivery,,2020,8,27,3,2020,8,27,3,0.0,False,False,False,False,False,True
juy03jbv,Sports Events,Closed Won,2019-08-06,2019-08-06,768.0,HALFYEAR20G,quality of delivery,,2019,8,6,1,2019,8,6,1,0.0,False,False,False,False,False,True
hhylxso6,Corporate Events,Closed Lost,2019-08-06,2019-11-06,300.0,,financial control,lost to competitor,2019,11,6,2,2019,8,6,1,92.0,False,False,False,True,False,False
1bftu3hh,Corporate Events,Closed Lost,2019-09-06,2019-11-25,576.0,2SEMESTERS20SALE,operations,not target,2019,11,25,0,2019,9,6,4,80.0,False,False,False,False,False,False
ds0zhhfh,Educational Seminars,Closed Won,2019-11-06,2019-11-09,360.0,DISCOUNT25QUICK,,,2019,11,9,5,2019,11,6,2,3.0,False,False,False,False,True,True
a76jsb7c,Educational Seminars,Checkbox,2019-11-12,2019-11-16,1344.0,ANNUAL30BONUS,quality of delivery,,2019,11,16,5,2019,11,12,1,4.0,False,False,False,False,False,True
639ka38k,Corporate Events,Closed Won,2019-08-06,2019-08-06,768.0,2SEMESTERS20OFF,operations,,2019,8,6,1,2019,8,6,1,0.0,False,False,False,False,False,True
7gp0128i,Sports Events,Closed Won,2019-05-07,2019-05-07,458.0,FULLYEAR75G,quality of delivery,,2019,5,7,1,2019,5,7,1,0.0,False,False,False,False,False,True
aqyfe1s0,Corporate Events,Closed Won,2019-11-18,2019-11-18,576.0,2SEMESTERS20SALE,financial control,,2019,11,18,0,2019,11,18,0,0.0,False,False,False,False,False,True
dmlsarg4,Corporate Events,Closed Won,2019-10-07,2019-12-07,1344.0,YEARLY30PROMO,quality of delivery,,2019,12,7,5,2019,10,7,0,61.0,False,False,False,False,False,True
3mo2wica,Corporate Events,Closed Won,2019-09-07,2019-09-07,360.0,MONTHSAVE25DEAL,financial control,,2019,9,7,5,2019,9,7,5,0.0,False,False,False,False,False,True
72dzy0wj,Corporate Events,Closed Won,2019-12-08,2019-12-08,240.0,MONTH50REBATE,quality of delivery,,2019,12,8,6,2019,12,8,6,0.0,False,False,False,False,False,True
w01t78a3,Corporate Events,Closed Won,2019-12-09,2019-12-11,360.0,MONTHSAVE25DEAL,financial control,,2019,12,11,2,2019,12,9,0,2.0,False,False,False,False,False,True
czuu77sp,Corporate Events,Closed Won,2019-12-15,2019-12-15,300.0,MONTH50CUTBACK,financial control,,2019,12,15,6,2019,12,15,6,0.0,False,False,False,False,False,True
py7mzhxw,Corporate Events,Closed Won,2020-01-27,2020-01-27,240.0,MONTH50REBATE,,,2020,1,27,0,2020,1,27,0,0.0,False,False,False,False,True,True
7g6gskfn,Sports Events,Closed Won,2020-09-26,2020-09-26,8014.0,YEARLONG75BONUS,operations,,2020,9,26,5,2020,9,26,5,0.0,False,False,False,False,False,True
7hlaz922,Corporate Events,Closed Won,2019-12-11,2019-12-14,360.0,MONTHSAVE25DEAL,operations,,2019,12,14,5,2019,12,11,2,3.0,False,False,False,False,False,True
pjh07ju4,Corporate Events,Closed Won,2019-11-17,2019-11-17,576.0,2SEMESTERS20SALE,operations,,2019,11,17,6,2019,11,17,6,0.0,False,False,False,False,False,True
yhndnb3b,Corporate Events,Demo 1,2019-12-24,2020-01-26,300.0,MONTH50CUTBACK,financial control,,2020,1,26,6,2019,12,24,1,33.0,False,False,False,False,False,True
9fxlh4e3,Educational Seminars,Closed Won,2019-11-11,2019-11-11,450.0,SAVEQUARTER25,financial control,,2019,11,11,0,2019,11,11,0,0.0,False,False,False,False,False,True
639e4b2v,Corporate Events,Closed Won,2020-03-27,2020-03-27,120.0,GIVEAWAYFREE,operations,,2020,3,27,4,2020,3,27,4,0.0,False,False,False,False,False,True
olpln55c,Corporate Events,Closed Lost,2019-11-09,2019-11-23,300.0,MONTH50CUTBACK,financial control,no budget,2019,11,23,5,2019,11,9,5,14.0,False,False,False,False,False,False
sqlgtv8i,Corporate Events,Closed Lost,2019-11-25,2019-11-25,200.0,,quality of delivery,no response,2019,11,25,0,2019,11,25,0,0.0,False,False,False,True,False,False
9opuw6zt,Corporate Events,Negotiation,2019-12-08,2019-12-08,240.0,MONTH50REBATE,quality of delivery,,2019,12,8,6,2019,12,8,6,0.0,False,False,False,False,False,True
kriy6sw7,Corporate Events,Demo 1,2019-05-07,2020-01-26,240.0,MONTH50REBATE,financial control,,2020,1,26,6,2019,5,7,1,264.0,False,False,False,False,False,True
4ffk9frh,Sports Events,Checkbox,2019-12-14,2019-12-15,360.0,25GIFT,operations,,2019,12,15,6,2019,12,14,5,1.0,False,False,False,False,False,True
,Sports Events,Closed Lost,2019-11-10,2019-11-11,0.0,,quality of delivery,no product fit,2019,11,11,0,2019,11,10,6,1.0,True,False,False,True,False,False
aix92b45,Educational Seminars,Closed Won,2019-11-11,2019-11-17,1344.0,ANNUAL30BONUS,quality of delivery,,2019,11,17,6,2019,11,11,0,6.0,False,False,False,False,False,True
rv6e5ldw,Corporate Events,Closed Won,2019-12-24,2019-12-24,200.0,MONTHSAVE25DEAL,operations,,2019,12,24,1,2019,12,24,1,0.0,False,False,False,False,False,True
kb8r8dr0,Sports Events,Closed Won,2019-07-06,2019-07-06,576.0,HALFSEASON20G,operations,,2019,7,6,5,2019,7,6,5,0.0,False,False,False,False,False,True
,Wedding Planning,Closed Lost,2019-08-06,2019-01-07,,,,no budget,2019,1,7,0,2019,8,6,1,211.0,True,False,True,True,True,False
dke1bnez,Corporate Events,Closed Won,2019-11-06,2019-12-06,1344.0,YEARLY30PROMO,quality of delivery,,2019,12,6,4,2019,11,6,2,30.0,False,False,False,False,False,True
pqq9wpec,Corporate Events,Closed Won,2019-11-17,2019-11-17,240.0,MONTH50REBATE,operations,,2019,11,17,6,2019,11,17,6,0.0,False,False,False,False,False,True
2tx1zdfg,Corporate Events,Closed Lost,2020-10-27,2020-10-27,200.0,,financial control,lost to competitor,2020,10,27,1,2020,10,27,1,0.0,False,False,False,True,False,False
ckn43jx5,Corporate Events,Closed Lost,2019-08-06,2019-11-23,0.0,,operations,not target,2019,11,23,5,2019,8,6,1,109.0,False,False,False,True,False,False
h83mbduk,Corporate Events,Closed Won,2019-10-06,2019-10-06,300.0,MONTH50CUTBACK,financial control,,2019,10,6,6,2019,10,6,6,0.0,False,False,False,False,False,True
4ep26xqh,Corporate Events,Closed Won,2019-07-07,2019-07-07,45744.0,DISCOUNT75SPECIAL,operations,,2019,7,7,6,2019,7,7,6,0.0,False,False,False,False,False,True
9ccg79id,Corporate Events,Closed Won,2019-12-24,2019-12-24,240.0,MONTH50REBATE,financial control,,2019,12,24,1,2019,12,24,1,0.0,False,False,False,False,False,True
6p2rj2xe,Educational Seminars,Negotiation,2020-02-25,2020-02-25,768.0,HALFYEAR20G,operations,,2020,2,25,1,2020,2,25,1,0.0,False,False,False,False,False,True
679b8m18,Corporate Events,Demo 1,2019-05-07,2020-01-26,,,operations,,2020,1,26,6,2019,5,7,1,264.0,False,False,True,True,False,True
