id,status,created_date,close_date,price,pain,loss_reason,duration,has_discount_code,was_corporate_event
yhc6yuwu,Closed Won,2019-09-06,2019-10-06,768.0,quality of delivery,,30,True,False
,Closed Lost,2019-11-10,2020-09-26,,,no response,321,False,False
kvt2gj12,Closed Won,2019-11-10,2019-11-23,360.0,,,13,True,True
h493pfxh,Closed Lost,2019-11-18,2019-11-18,360.0,financial control,no product fit,0,True,False
0wymszvw,Closed Won,2019-09-06,2019-09-06,120.0,,,0,True,False
68z2e14h,Closed Won,2019-08-06,2019-09-06,1344.0,operations,,31,True,True
zcvegu22,Closed Won,2020-03-27,2020-03-27,960.0,,,0,True,False
afivu0ad,Closed Won,2019-11-18,2019-02-07,120.0,operations,,-284,True,True
,Closed Lost,2019-11-09,2019-11-09,,,no response,0,False,False
tkoghufn,Closed Won,2019-08-06,2019-08-06,1008.0,operations,,0,True,True
mhtrpofn,Closed Lost,2019-11-10,2019-11-10,240.0,financial control,no product fit,0,True,True
zly6yc6x,Closed Lost,2019-11-19,2019-11-25,1344.0,quality of delivery,no response,6,True,False
,Closed Lost,2019-11-24,2019-11-25,0.0,financial control,no response,1,False,True
kjhvaa7o,Closed Lost,2019-11-19,2019-11-25,240.0,operations,no response,6,True,False
dwjfamjd,Closed Won,2019-01-07,2019-01-07,768.0,financial control,,0,True,True
,Closed Lost,2019-12-11,2019-12-16,200.0,time saving,lost to competitor,5,False,False
w9ufwx5o,Closed Won,2019-12-14,2019-12-18,300.0,operations,,4,True,False
6mrt4tlu,Closed Won,2019-12-22,2019-12-22,1344.0,,,0,True,True
xhkfife6,Closed Won,2019-11-17,2019-11-17,360.0,operations,,0,True,True
p67jkcab,Closed Won,2019-12-15,2019-12-16,1344.0,operations,,1,True,True
51ifjt3f,Closed Won,2019-12-17,2019-12-17,360.0,operations,,0,True,True
9znb8r95,Closed Won,2019-12-24,2019-12-24,1344.0,quality of delivery,,0,True,True
c066aytf,Closed Won,2019-12-25,2019-12-25,324.0,operations,,0,True,False
b0xkfuj2,Closed Lost,2020-02-25,2020-10-27,768.0,operations,no response,245,True,True
exut3bnp,Closed Won,2019-11-20,2019-11-23,576.0,operations,,3,True,True
i7f6btlu,Closed Won,2019-12-23,2019-12-23,240.0,operations,,0,True,True
5mm6gtlz,Closed Won,2020-09-26,2020-09-26,240.0,quality of delivery,,0,True,True
wwlwly64,Closed Won,2019-05-07,2019-12-08,360.0,operations,,215,True,True
96urgb5e,Closed Won,2020-09-26,2020-09-26,960.0,operations,,0,True,False
mjlorftl,Closed Won,2020-04-26,2020-04-26,200.0,operations,,0,True,False
3ok0nd9d,Closed Won,2020-02-25,2020-09-26,324.0,financial control,,214,True,False
8aoo5aif,Closed Lost,2019-11-23,2019-11-23,0.0,operations,no product fit,0,False,False
7rg2xgw6,Closed Won,2019-11-25,2019-12-14,300.0,operations,,19,True,True
8yg2ktyb,Closed Won,2019-12-23,2019-12-23,300.0,financial control,,0,True,False
otiyixnh,Closed Lost,2019-11-12,2019-11-23,0.0,financial control,no response,11,False,False
,Closed Lost,2019-11-24,2019-12-21,,,no budget,27,False,False
n7xyxn9h,Closed Won,2020-02-25,2020-02-25,240.0,operations,,0,True,True
eyjw9ydu,Closed Won,2020-03-27,2020-03-27,120.0,,,0,True,False
0otwjac7,Closed Won,2020-08-27,2020-08-27,14876.0,,,0,True,True
4d83bs7p,Closed Won,2020-08-27,2020-08-27,240.0,financial control,,0,True,True
f1jiny0o,Closed Lost,2020-09-26,2020-09-26,200.0,operations,no product fit,0,False,True
bwrx3ael,Closed Won,2019-07-06,2019-07-06,240.0,operations,,0,True,False
ga5x5ohc,Closed Won,2019-11-16,2019-11-16,576.0,quality of delivery,,0,True,True
194gbb0w,Closed Lost,2019-11-20,2019-11-20,200.0,,lost to competitor,0,False,False
,Closed Lost,2019-11-18,2019-11-23,200.0,operations,lost to competitor,5,False,True
81a73dzr,Closed Lost,2019-11-20,2019-11-20,576.0,operations,not target,0,True,True
6isqpe81,Closed Lost,2019-11-17,2019-11-19,768.0,quality of delivery,lost to competitor,2,True,True
n124yb1s,Closed Won,2019-11-25,2019-11-25,960.0,,,0,True,True
sfsixfyw,Closed Won,2019-02-07,2019-02-07,300.0,quality of delivery,,0,True,True
zppu8nyk,Closed Lost,2019-05-07,2019-07-07,240.0,quality of delivery,no response,61,False,True
1recnp1e,Closed Won,2019-05-07,2019-05-07,768.0,financial control,,0,True,True
xtpzigqr,Closed Lost,2019-12-08,2019-12-11,1344.0,quality of delivery,not target,3,True,True
feni9v9i,Closed Won,2019-12-25,2019-12-25,960.0,operations,,0,True,True
5nxsvhpy,Closed Won,2019-11-10,2019-11-10,324.0,operations,,0,True,True
dv6tw5nc,Closed Won,2019-11-16,2019-11-17,1008.0,operations,,1,True,False
yc6jjubk,Closed Won,2019-11-23,2019-11-24,324.0,operations,,1,True,False
7tq43nwv,Closed Won,2019-07-07,2019-07-07,768.0,operations,,0,True,True
p86gp515,Closed Won,2019-11-19,2019-11-19,720.0,operations,,0,True,True
nm5k3jtx,Closed Lost,2019-12-08,2019-12-09,0.0,operations,lost to competitor,1,False,True
ri0x1wzk,Closed Won,2019-12-14,2019-12-14,768.0,operations,,0,True,True
6exqr5v3,Closed Lost,2019-12-15,2019-12-25,8014.0,operations,no response,10,True,False
7h1091nf,Closed Won,2019-12-17,2020-02-25,450.0,operations,,70,True,False
l8td1uxt,Closed Won,2019-12-21,2019-12-21,324.0,operations,,0,True,True
fffpl037,Closed Lost,2019-12-22,2019-12-25,1344.0,,lost to competitor,3,True,False
rk8kyngl,Closed Won,2020-03-27,2020-03-27,768.0,quality of delivery,,0,True,True
juy03jbv,Closed Won,2019-08-06,2019-08-06,768.0,quality of delivery,,0,True,False
hhylxso6,Closed Lost,2019-08-06,2019-11-06,300.0,financial control,lost to competitor,92,False,True
1bftu3hh,Closed Lost,2019-09-06,2019-11-25,576.0,operations,not target,80,True,True
ds0zhhfh,Closed Won,2019-11-06,2019-11-09,360.0,,,3,True,False
639ka38k,Closed Won,2019-08-06,2019-08-06,768.0,operations,,0,True,True
7gp0128i,Closed Won,2019-05-07,2019-05-07,458.0,quality of delivery,,0,True,False
aqyfe1s0,Closed Won,2019-11-18,2019-11-18,576.0,financial control,,0,True,True
dmlsarg4,Closed Won,2019-10-07,2019-12-07,1344.0,quality of delivery,,61,True,True
3mo2wica,Closed Won,2019-09-07,2019-09-07,360.0,financial control,,0,True,True
72dzy0wj,Closed Won,2019-12-08,2019-12-08,240.0,quality of delivery,,0,True,True
w01t78a3,Closed Won,2019-12-09,2019-12-11,360.0,financial control,,2,True,True
czuu77sp,Closed Won,2019-12-15,2019-12-15,300.0,financial control,,0,True,True
py7mzhxw,Closed Won,2020-01-27,2020-01-27,240.0,,,0,True,True
7g6gskfn,Closed Won,2020-09-26,2020-09-26,8014.0,operations,,0,True,False
7hlaz922,Closed Won,2019-12-11,2019-12-14,360.0,operations,,3,True,True
pjh07ju4,Closed Won,2019-11-17,2019-11-17,576.0,operations,,0,True,True
9fxlh4e3,Closed Won,2019-11-11,2019-11-11,450.0,financial control,,0,True,False
639e4b2v,Closed Won,2020-03-27,2020-03-27,120.0,operations,,0,True,True
olpln55c,Closed Lost,2019-11-09,2019-11-23,300.0,financial control,no budget,14,True,True
sqlgtv8i,Closed Lost,2019-11-25,2019-11-25,200.0,quality of delivery,no response,0,False,True
,Closed Lost,2019-11-10,2019-11-11,0.0,quality of delivery,no product fit,1,False,False
aix92b45,Closed Won,2019-11-11,2019-11-17,1344.0,quality of delivery,,6,True,False
rv6e5ldw,Closed Won,2019-12-24,2019-12-24,200.0,operations,,0,True,True
kb8r8dr0,Closed Won,2019-07-06,2019-07-06,576.0,operations,,0,True,False
,Closed Lost,2019-08-06,2019-01-07,,,no budget,-211,False,False
dke1bnez,Closed Won,2019-11-06,2019-12-06,1344.0,quality of delivery,,30,True,True
pqq9wpec,Closed Won,2019-11-17,2019-11-17,240.0,operations,,0,True,True
2tx1zdfg,Closed Lost,2020-10-27,2020-10-27,200.0,financial control,lost to competitor,0,False,True
ckn43jx5,Closed Lost,2019-08-06,2019-11-23,0.0,operations,not target,109,False,True
h83mbduk,Closed Won,2019-10-06,2019-10-06,300.0,financial control,,0,True,True
4ep26xqh,Closed Won,2019-07-07,2019-07-07,45744.0,operations,,0,True,True
9ccg79id,Closed Won,2019-12-24,2019-12-24,240.0,financial control,,0,True,True
e05ebbls,Closed Won,2019-07-06,2019-07-06,300.0,,,0,True,True
5yf37r48,Closed Lost,2019-11-24,2019-11-25,1344.0,financial control,lost to competitor,1,True,False
2ktfmndt,Closed Won,2019-11-24,2019-11-25,360.0,operations,,1,True,True
,Closed Lost,2019-11-11,2019-11-25,600.0,quality of delivery,no response,14,True,False
0ntnaqye,Closed Won,2020-02-25,2020-03-27,150.0,,,31,True,True
bloey9kk,Closed Won,2019-09-07,2020-02-25,150.0,operations,,171,True,False
1dmzvsmr,Closed Won,2019-12-09,2019-12-09,360.0,,,0,True,True
mtfenudq,Closed Won,2019-12-15,2019-12-15,240.0,,,0,True,True
40qkfj6l,Closed Lost,2019-11-19,2019-12-11,1344.0,quality of delivery,not target,22,True,True
px9udct8,Closed Won,2019-12-21,2019-12-21,768.0,financial control,,0,True,True
,Closed Won,2019-12-10,2019-12-15,,,,5,False,False
oflxcfos,Closed Won,2020-02-25,2020-03-27,960.0,operations,,31,True,False
,Closed Lost,2019-09-06,2019-09-06,,,no response,0,False,False
ndf502s3,Closed Won,2019-11-06,2019-11-06,200.0,,,0,True,True
qtlef5ah,Closed Won,2020-04-26,2020-04-26,960.0,financial control,,0,True,True
ni9ersho,Closed Lost,2019-09-06,2019-10-06,360.0,operations,no product fit,30,True,False
3bty4oky,Closed Won,2019-11-12,2019-11-12,768.0,,,0,True,False
826utbcm,Closed Won,2019-11-12,2019-11-13,576.0,operations,,1,True,True
shisqr67,Closed Won,2019-08-06,2019-08-06,1344.0,operations,,0,True,False
zxfja10b,Closed Won,2019-12-24,2019-12-24,240.0,operations,,0,True,True
zwp95waj,Closed Won,2020-08-27,2020-08-27,360.0,operations,,0,True,True
cnawt51h,Closed Won,2019-12-16,2019-12-16,300.0,quality of delivery,,0,True,True
zyxx6295,Closed Won,2019-08-06,2019-11-25,150.0,financial control,,111,True,False
b1kh5ct3,Closed Won,2019-12-23,2019-12-23,1680.0,,,0,True,True
ezn6xdj3,Closed Won,2019-12-24,2019-12-24,324.0,quality of delivery,,0,True,True
6i73rdhu,Closed Lost,2020-04-26,2020-08-27,150.0,,not target,123,True,True
g6wq6vnf,Closed Won,2020-10-27,2020-10-27,1344.0,operations,,0,True,False
eb5fi1st,Closed Lost,2019-11-06,2019-11-09,360.0,,not target,3,True,True
cdyyygy2,Closed Lost,2019-11-09,2019-11-09,0.0,financial control,no product fit,0,False,False
q7sgpahz,Closed Lost,2019-08-06,2019-08-06,200.0,operations,no product fit,0,False,True
,Closed Lost,2019-11-11,2019-11-23,200.0,operations,no product fit,12,False,False
bsw0vzh6,Closed Won,2019-11-23,2019-11-23,120.0,financial control,,0,True,False
8i2d003s,Closed Won,2019-11-18,2019-11-18,1008.0,financial control,,0,True,True
79gteql2,Closed Won,2019-09-07,2019-09-07,300.0,operations,,0,True,False
fqfr3vgj,Closed Won,2019-12-09,2019-12-09,360.0,operations,,0,True,True
c2riz5ly,Closed Won,2019-12-22,2019-12-22,360.0,operations,,0,True,True
,Closed Lost,2020-02-25,2020-10-27,960.0,operations,no response,245,True,True
ybc74kqx,Closed Lost,2019-10-06,2019-11-12,0.0,operations,no product fit,37,False,False
8jd5v6m6,Closed Won,2019-11-09,2019-11-09,240.0,operations,,0,True,True
4vyyswj2,Closed Won,2019-11-09,2019-07-07,768.0,financial control,,-125,True,True
kyibon5q,Closed Won,2019-11-16,2019-11-16,300.0,operations,,0,True,True
igirhobj,Closed Lost,2020-03-27,2020-08-27,360.0,quality of delivery,lost to competitor,153,True,True
oyjo0u29,Closed Won,2019-11-18,2019-11-18,120.0,operations,,0,True,False
85av72ze,Closed Won,2019-05-07,2019-05-07,768.0,financial control,,0,True,True
tywn59t4,Closed Lost,2019-05-07,2019-09-07,324.0,,lost to competitor,123,True,True
2ihozyor,Closed Lost,2020-02-25,2020-03-27,768.0,financial control,price,31,True,True
,Closed Lost,2019-12-21,2019-12-25,200.0,quality of delivery,lost to competitor,4,False,False
9pdj8a6l,Closed Won,2020-08-27,2020-08-27,576.0,time saving,,0,True,True
p9lz6lwb,Closed Won,2019-11-25,2019-02-07,360.0,operations,,-291,True,True
rpbir3em,Closed Won,2019-01-07,2019-01-07,360.0,financial control,,0,True,True
hyypr9a3,Closed Lost,2019-01-07,2019-01-07,240.0,operations,no product fit,0,True,False
t9wueppe,Closed Won,2019-02-07,2019-05-07,576.0,operations,,89,True,False
db3xwjps,Closed Won,2019-11-17,2019-11-17,120.0,financial control,,0,True,False
,Closed Lost,2019-11-18,2019-11-25,768.0,financial control,lost to competitor,7,True,True
d88x0lt9,Closed Lost,2019-11-16,2019-11-17,360.0,operations,lost to competitor,1,True,False
06xneadd,Closed Won,2019-11-20,2019-11-20,240.0,operations,,0,True,True
evfrme75,Closed Won,2019-12-08,2019-12-08,240.0,quality of delivery,,0,True,True
bxfvo08z,Closed Won,2019-12-10,2019-12-10,360.0,quality of delivery,,0,True,True
dahu0wbb,Closed Won,2020-09-26,2020-09-26,1344.0,financial control,,0,True,False
eq0lj3hb,Closed Won,2019-07-06,2019-07-06,768.0,,,0,True,False
zpw9avew,Closed Lost,2019-09-06,2019-09-06,200.0,financial control,no product fit,0,False,False
uozmct6s,Closed Lost,2019-10-06,2019-10-06,240.0,operations,no product fit,0,True,False
zkveegb7,Closed Won,2019-11-17,2019-11-17,1344.0,financial control,,0,True,False
ivu8e8uy,Closed Lost,2019-11-20,2019-11-23,200.0,financial control,lost to competitor,3,False,True
mhs5t40d,Closed Won,2019-11-13,2019-11-13,360.0,operations,,0,True,True
z1cdf0hd,Closed Won,2019-12-17,2019-12-22,360.0,financial control,,5,True,False
q97tjtil,Closed Won,2019-12-22,2019-12-24,960.0,financial control,,2,True,False
1z50209j,Closed Won,2019-11-11,2019-11-11,324.0,quality of delivery,,0,True,True
,Closed Lost,2019-09-06,2019-11-11,360.0,operations,no response,66,True,True
y622xpn3,Closed Won,2019-10-06,2019-10-06,360.0,quality of delivery,,0,True,False
xu9pfqer,Closed Won,2019-11-25,2019-11-25,960.0,,,0,True,False
mwblgr26,Closed Won,2019-12-07,2019-12-07,360.0,financial control,,0,True,False
pxh1iil0,Closed Won,2019-12-21,2019-12-21,1344.0,quality of delivery,,0,True,True
c41k9d6z,Closed Lost,2019-07-06,2019-07-06,300.0,,price,0,True,False
2xqfvw9w,Closed Lost,2019-11-20,2019-11-23,1008.0,financial control,not target,3,True,True
vp8rwd8d,Closed Won,2019-12-08,2019-12-08,768.0,operations,,0,True,True
whdq4slk,Closed Won,2019-11-18,2019-11-19,768.0,,,1,True,True
v7jampxe,Closed Lost,2019-11-11,2019-11-18,1344.0,,no response,7,True,True
y3dc5m36,Closed Won,2019-09-06,2019-09-06,360.0,,,0,True,False
04wh7ppy,Closed Won,2019-09-06,2019-10-06,360.0,financial control,,30,True,False
1syhc5xg,Closed Won,2020-01-27,2020-01-27,240.0,financial control,,0,True,True
8x9u5a7w,Closed Won,2019-11-09,2019-11-09,240.0,,,0,True,True
z1apee9u,Closed Lost,2019-11-25,2019-11-25,324.0,operations,no response,0,True,True
kqlrpbs5,Closed Won,2019-12-21,2019-12-21,360.0,quality of delivery,,0,True,True
z97suc7i,Closed Won,2019-12-25,2019-12-25,300.0,operations,,0,True,True
awmm7gp7,Closed Won,2020-01-27,2020-01-27,1344.0,quality of delivery,,0,True,True
3j0bp4xh,Closed Won,2019-11-23,2019-11-23,1008.0,financial control,,0,True,True
jkhwlzxy,Closed Won,2019-12-14,2019-12-14,600.0,quality of delivery,,0,True,True
u5f494x7,Closed Lost,2019-12-14,2019-12-17,360.0,quality of delivery,not target,3,True,True
5bydfe4a,Closed Lost,2019-11-24,2019-02-07,1344.0,operations,no response,-290,True,False
se1afjdi,Closed Lost,2019-11-10,2019-11-11,360.0,operations,not target,1,True,True
mcdn6whl,Closed Won,2019-12-08,2019-12-08,360.0,operations,,0,True,True
,Closed Lost,2019-08-06,2019-08-06,0.0,quality of delivery,no product fit,0,False,False
u5k0z3l8,Closed Won,2020-04-26,2020-04-26,324.0,operations,,0,True,True
jve5vgui,Closed Lost,2019-02-07,2019-07-07,200.0,quality of delivery,lost to competitor,150,False,False
dwl9k18m,Closed Lost,2019-10-06,2019-11-09,324.0,,no response,34,True,True
1ytchwz7,Closed Won,2019-12-15,2019-12-16,360.0,quality of delivery,,1,True,True
go31o5w1,Closed Lost,2019-11-24,2019-11-23,360.0,operations,no response,-1,True,True
88npxxk0,Closed Won,2019-11-10,2019-11-10,240.0,financial control,,0,True,False
uwkahc98,Closed Lost,2019-11-20,2019-11-23,150.0,operations,lost to competitor,3,True,True
ss050xpx,Closed Won,2019-11-13,2019-11-13,360.0,operations,,0,True,True
t7n4mkpb,Closed Lost,2019-12-07,2019-12-09,150.0,operations,no budget,2,True,False
h321ngnb,Closed Won,2019-12-08,2019-12-08,360.0,operations,,0,True,True
ixyn6x1c,Closed Won,2019-12-11,2019-12-15,240.0,operations,,4,True,True
,Closed Won,2019-12-23,2019-12-23,,,,0,False,False
j15bi9b0,Closed Won,2020-01-27,2020-01-27,360.0,operations,,0,True,True
32skjq68,Closed Won,2020-03-27,2020-03-27,768.0,,,0,True,False
08ive333,Closed Won,2020-08-27,2020-08-27,1344.0,financial control,,0,True,True
jkrnvxb7,Closed Won,2019-08-06,2019-08-06,576.0,quality of delivery,,0,True,True
,Closed Lost,2019-11-10,2019-11-13,240.0,financial control,lost to competitor,3,True,True
,Closed Lost,2019-11-10,2019-11-25,768.0,financial control,no budget,15,True,False
qwnnwonm,Closed Won,2019-11-12,2019-11-12,360.0,financial control,,0,True,False
lv0gzoyk,Closed Won,2019-11-12,2019-11-16,360.0,operations,,4,True,True
3amjoifx,Closed Lost,2019-11-19,2019-11-23,960.0,operations,no product fit,4,True,True
v55kdrrg,Closed Won,2020-03-27,2020-03-27,456.0,financial control,,0,True,False
42ovl5mu,Closed Won,2019-07-07,2019-12-10,1344.0,,,156,True,False
9yn7m5q8,Closed Won,2019-12-08,2019-12-09,360.0,financial control,,1,True,True
9k9jrlmg,Closed Lost,2019-12-09,2019-12-10,324.0,quality of delivery,no budget,1,True,True
z3vqkk2i,Closed Won,2019-12-14,2019-12-14,768.0,operations,,0,True,True
c3k7ayey,Closed Won,2019-12-17,2019-12-18,360.0,financial control,,1,True,False
7h2swaca,Closed Won,2019-12-22,2019-12-22,240.0,financial control,,0,True,True
67ghlxzy,Closed Won,2020-02-25,2020-02-25,1008.0,operations,,0,True,True
utehmmqn,Closed Won,2019-09-06,2019-09-06,360.0,quality of delivery,,0,True,True
l6xrczcp,Closed Lost,2019-09-06,2019-11-12,240.0,financial control,price,67,True,True
,Closed Lost,2019-11-11,2019-11-11,576.0,financial control,no response,0,True,True
jh7rjbsh,Closed Lost,2019-11-12,2019-11-12,324.0,financial control,no product fit,0,True,True
ng3clrtq,Closed Lost,2019-11-13,2019-11-20,200.0,financial control,lost to competitor,7,False,False
hw23eje9,Closed Won,2019-05-07,2019-05-07,360.0,operations,,0,True,True
1wa9vmoc,Closed Won,2019-12-07,2019-12-07,240.0,quality of delivery,,0,True,True
js6og1pc,Closed Won,2019-12-09,2019-12-09,1344.0,operations,,0,True,True
tiv6pcyd,Closed Won,2019-08-06,2019-08-06,360.0,financial control,,0,True,True
13a6uty3,Closed Won,2019-11-12,2019-11-20,360.0,operations,,8,True,False
2p4xx9pk,Closed Won,2019-11-12,2019-05-07,120.0,operations,,-189,True,True
lwpztq5u,Closed Lost,2019-11-16,2019-11-25,240.0,financial control,no response,9,True,True
dgljwan3,Closed Lost,2019-05-07,2019-12-07,360.0,financial control,lost to competitor,214,True,False
xflbapjr,Closed Won,2019-12-15,2019-12-16,1344.0,financial control,,1,True,True
nfu1a5nv,Closed Won,2019-12-23,2019-12-23,576.0,operations,,0,True,False
ul4e1w7f,Closed Won,2020-04-26,2020-04-26,768.0,operations,,0,True,True
hit8dvo5,Closed Won,2020-08-27,2020-08-27,300.0,,,0,True,True
kew66a5g,Closed Won,2019-08-06,2019-08-06,576.0,operations,,0,True,False
7drtd2wp,Closed Won,2019-10-06,2019-10-06,768.0,financial control,,0,True,True
gy5vor6u,Closed Won,2019-07-06,2019-10-06,300.0,operations,,92,True,False
mfsdbi3w,Closed Lost,2019-11-16,2019-11-23,300.0,financial control,no product fit,7,True,True
zqu535f4,Closed Won,2019-11-19,2019-11-19,768.0,quality of delivery,,0,True,True
ijtao559,Closed Won,2019-11-19,2019-11-19,300.0,operations,,0,True,True
1sqrtmhd,Closed Won,2019-11-24,2019-11-24,576.0,quality of delivery,,0,True,True
co386s9b,Closed Won,2019-05-07,2019-05-07,600.0,financial control,,0,True,False
yye6tqtm,Closed Lost,2019-12-08,2019-12-23,240.0,financial control,no response,15,True,True
zvmy80ew,Closed Won,2019-12-10,2019-12-10,960.0,,,0,True,True
b2yf7nde,Closed Won,2019-12-11,2019-12-11,576.0,,,0,True,False
5zf5bs5y,Closed Won,2019-08-07,2019-08-07,360.0,operations,,0,True,True
luudmrha,Closed Won,2019-12-17,2019-12-18,768.0,operations,,1,True,True
s2q2iy4f,Closed Won,2020-08-27,2020-08-27,360.0,time saving,,0,True,True
4ftfm3id,Closed Lost,2019-12-15,2019-12-17,960.0,operations,lost to competitor,2,False,True
3vziw3xj,Closed Won,2020-01-27,2020-01-27,360.0,quality of delivery,,0,True,True
2yovex3b,Closed Won,2019-07-07,2019-09-07,360.0,quality of delivery,,62,True,True
b8x4omy1,Closed Lost,2019-09-07,2019-12-07,300.0,financial control,lost to competitor,91,True,True
i4ojumkd,Closed Won,2019-12-17,2019-12-17,120.0,,,0,True,True
jcbnsg2z,Closed Lost,2019-12-17,2019-12-25,960.0,operations,no budget,8,False,False
,Closed Won,2019-07-07,2019-12-08,,,,154,True,False
ogtaarfw,Closed Won,2019-11-20,2019-11-20,960.0,operations,,0,True,True
2479nmo0,Closed Won,2019-09-07,2019-09-07,768.0,financial control,,0,True,True
uljtdf6a,Closed Won,2019-12-24,2019-12-24,120.0,operations,,0,True,True
mduh09d2,Closed Won,2019-12-15,2019-12-17,240.0,quality of delivery,,2,True,False
hcnop872,Closed Won,2019-12-21,2019-12-21,240.0,,,0,True,True
k57b2azl,Closed Won,2019-11-19,2019-11-19,576.0,financial control,,0,True,True
jlanzuug,Closed Lost,2019-11-25,2019-11-25,0.0,operations,no budget,0,False,True
457zhd0r,Closed Lost,2019-12-23,2019-12-23,200.0,operations,no product fit,0,False,False
cn3u1kgu,Closed Won,2020-03-27,2020-03-27,120.0,,,0,True,False
3judrjh1,Closed Won,2019-12-18,2019-12-18,200.0,,,0,True,True
994e6pll,Closed Lost,2020-09-26,2020-10-27,0.0,operations,no product fit,31,False,False
ayvmckuy,Closed Won,2020-02-25,2020-02-25,300.0,financial control,,0,True,True
7sjv7kia,Closed Won,2019-12-25,2019-12-25,576.0,operations,,0,True,True
3mgsbccs,Closed Lost,2019-07-07,2019-12-07,768.0,operations,no response,153,True,True
5wovfpru,Closed Won,2019-11-18,2019-11-18,360.0,financial control,,0,True,False
ph0g3vd8,Closed Won,2019-12-23,2019-12-23,240.0,operations,,0,True,True
k16c68zj,Closed Won,2019-12-23,2019-12-23,360.0,operations,,0,True,False
f58m00ri,Closed Won,2020-09-26,2020-09-26,576.0,operations,,0,True,True
2hyjle74,Closed Won,2019-12-27,2020-01-27,360.0,,,31,True,False
m5d649is,Closed Won,2019-12-22,2019-12-24,960.0,financial control,,2,True,False
g4ey4vql,Closed Lost,2019-11-18,2019-11-23,360.0,operations,no product fit,5,False,True
ens4gp2a,Closed Won,2019-11-09,2019-11-09,240.0,operations,,0,True,True
6rlkgk8f,Closed Won,2019-12-24,2019-12-24,576.0,quality of delivery,,0,True,True
hieouti2,Closed Won,2020-08-27,2020-08-27,360.0,financial control,,0,True,True
ku2wpww5,Closed Won,2020-08-27,2020-08-27,120.0,,,0,True,True
aya8feyy,Closed Won,2019-10-06,2019-10-06,768.0,quality of delivery,,0,True,True
mxmp5qve,Closed Won,2019-11-10,2019-11-10,200.0,financial control,,0,True,True
3lvs0jam,Closed Won,2019-11-11,2019-11-11,240.0,operations,,0,True,False
hosjkws9,Closed Won,2019-11-12,2019-11-17,960.0,financial control,,5,True,True
lwrwwa9u,Closed Lost,2019-11-25,2019-11-25,360.0,financial control,no response,0,True,True
o9bxqsl9,Closed Won,2019-12-10,2019-12-11,1344.0,quality of delivery,,1,True,True
c70k2x40,Closed Lost,2019-12-11,2019-12-15,1344.0,operations,lost to competitor,4,True,False
ad8gs6e7,Closed Lost,2019-12-24,2019-12-24,0.0,quality of delivery,not target,0,False,True
fnen7ktt,Closed Won,2020-02-25,2020-02-25,768.0,financial control,,0,True,False
jywm2amz,Closed Won,2020-04-26,2020-04-26,1344.0,financial control,,0,True,True
k1m8r49f,Closed Won,2019-11-13,2019-11-13,576.0,quality of delivery,,0,True,True
n1qmuffl,Closed Won,2019-11-25,2019-12-07,1344.0,operations,,12,True,True
