status,price,pain,duration,has_discount_code,was_corporate_event,lead_has_city,lead_has_acquisition_campaign,lead_source,duration_created,price_isnull,pain_isnull,lead_has_city_isnull,lead_has_acquisition_campaign_isnull,lead_source_isnull,duration_created_isnull
Closed Won,768.0,operations,0,True,True,True,True,Outbound,2.0,False,False,False,False,False,False
Closed Lost,500.0,quality of delivery,13,False,False,True,True,Outbound,-25.0,False,False,False,False,False,False
Closed Lost,360.0,financial control,1,True,True,True,True,Outbound,0.0,False,False,False,False,False,False
Closed Lost,334.0,operations,0,False,False,,,,,False,False,True,True,True,True
Closed Won,600.0,,0,False,True,True,True,Inbound,0.0,False,True,False,False,False,False
Closed Won,960.0,operations,0,True,True,,,,,False,False,True,True,True,True
Closed Won,768.0,quality of delivery,30,True,False,False,True,Outbound,0.0,False,False,False,False,False,False
Closed Lost,,,321,False,False,,,,,True,True,True,True,True,True
Closed Won,360.0,,13,True,True,True,True,Outbound,4.0,False,True,False,False,False,False
Closed Lost,360.0,financial control,0,True,False,False,True,Outbound,8.0,False,False,False,False,False,False
Closed Won,120.0,,0,True,False,,,,,False,True,True,True,True,True
Closed Won,1344.0,operations,31,True,True,False,False,Outbound,181.0,False,False,False,False,False,False
Closed Won,960.0,,0,True,False,,,,,False,True,True,True,True,True
Closed Won,120.0,operations,-284,True,True,True,True,Inbound,0.0,False,False,False,False,False,False
Closed Lost,,,0,False,False,,,,,True,True,True,True,True,True
Closed Won,1008.0,operations,0,True,True,,,,,False,False,True,True,True,True
Closed Lost,240.0,financial control,0,True,True,True,True,Outbound,0.0,False,False,False,False,False,False
Closed Lost,1344.0,quality of delivery,6,True,False,False,True,Outbound,0.0,False,False,False,False,False,False
Closed Lost,0.0,financial control,1,False,True,,,,,False,False,True,True,True,True
Closed Lost,240.0,operations,6,True,False,True,False,Inbound,105.0,False,False,False,False,False,False
Closed Won,768.0,financial control,0,True,True,False,True,Inbound,-321.0,False,False,False,False,False,False
Closed Lost,200.0,time saving,5,False,False,,,,,False,False,True,True,True,True
Closed Won,300.0,operations,4,True,False,,,,,False,False,True,True,True,True
Closed Won,1344.0,,0,True,True,,,,,False,True,True,True,True,True
Closed Won,360.0,operations,0,True,True,True,True,Outbound,225.0,False,False,False,False,False,False
Closed Won,1344.0,operations,1,True,True,True,True,Inbound,1.0,False,False,False,False,False,False
Closed Won,360.0,operations,0,True,True,,,,,False,False,True,True,True,True
Closed Won,1344.0,quality of delivery,0,True,True,,,,,False,False,True,True,True,True
Closed Won,324.0,operations,0,True,False,True,True,Inbound,2.0,False,False,False,False,False,False
Closed Lost,768.0,operations,245,True,True,True,True,Outbound,29.0,False,False,False,False,False,False
Closed Won,576.0,operations,3,True,True,False,True,Outbound,11.0,False,False,False,False,False,False
Closed Won,240.0,operations,0,True,True,True,True,Inbound,1.0,False,False,False,False,False,False
Closed Won,240.0,quality of delivery,0,True,True,False,False,Outbound,30.0,False,False,False,False,False,False
Closed Won,360.0,operations,215,True,True,,,,,False,False,True,True,True,True
Closed Won,960.0,operations,0,True,False,True,True,Inbound,122.0,False,False,False,False,False,False
Closed Won,200.0,operations,0,True,False,,,,,False,False,True,True,True,True
Closed Won,324.0,financial control,214,True,False,False,False,Outbound,0.0,False,False,False,False,False,False
Closed Lost,0.0,operations,0,False,False,True,True,Outbound,6.0,False,False,False,False,False,False
Closed Won,300.0,operations,19,True,True,True,True,Inbound,10.0,False,False,False,False,False,False
Closed Won,300.0,financial control,0,True,False,,,,,False,False,True,True,True,True
Closed Lost,0.0,financial control,11,False,False,True,False,Outbound,-24.0,False,False,False,False,False,False
Closed Lost,,,27,False,False,,,,,True,True,True,True,True,True
Closed Won,240.0,operations,0,True,True,True,True,Inbound,345.0,False,False,False,False,False,False
Closed Won,120.0,,0,True,False,True,False,Outbound,0.0,False,True,False,False,False,False
Closed Won,14876.0,,0,True,True,,,,,False,True,True,True,True,True
Closed Won,240.0,financial control,0,True,True,,,,,False,False,True,True,True,True
Closed Lost,200.0,operations,0,False,True,True,False,Inbound,30.0,False,False,False,False,False,False
Closed Won,240.0,operations,0,True,False,True,True,Inbound,-109.0,False,False,False,False,False,False
Closed Won,576.0,quality of delivery,0,True,True,,,,,False,False,True,True,True,True
Closed Lost,200.0,,0,False,False,False,True,Outbound,2.0,False,True,False,False,False,False
Closed Lost,200.0,operations,5,False,True,,,,,False,False,True,True,True,True
Closed Lost,576.0,operations,0,True,True,True,True,Outbound,6.0,False,False,False,False,False,False
Closed Lost,768.0,quality of delivery,2,True,True,True,True,Inbound,2.0,False,False,False,False,False,False
Closed Won,960.0,,0,True,True,,,,,False,True,True,True,True,True
Closed Won,300.0,quality of delivery,0,True,True,True,True,Outbound,-245.0,False,False,False,False,False,False
Closed Lost,240.0,quality of delivery,61,False,True,True,True,Inbound,-132.0,False,False,False,False,False,False
Closed Won,768.0,financial control,0,True,True,True,True,Inbound,120.0,False,False,False,False,False,False
Closed Lost,1344.0,quality of delivery,3,True,True,True,True,Outbound,31.0,False,False,False,False,False,False
Closed Won,960.0,operations,0,True,True,False,False,Outbound,0.0,False,False,False,False,False,False
Closed Won,324.0,operations,0,True,True,True,True,Outbound,0.0,False,False,False,False,False,False
Closed Won,1008.0,operations,1,True,False,,,,,False,False,True,True,True,True
Closed Won,324.0,operations,1,True,False,True,True,Outbound,6.0,False,False,False,False,False,False
Closed Won,768.0,operations,0,True,True,True,True,Outbound,150.0,False,False,False,False,False,False
Closed Won,720.0,operations,0,True,True,True,True,Inbound,33.0,False,False,False,False,False,False
Closed Lost,0.0,operations,1,False,True,True,True,Inbound,0.0,False,False,False,False,False,False
Closed Won,768.0,operations,0,True,True,False,True,Inbound,2.0,False,False,False,False,False,False
Closed Lost,8014.0,operations,10,True,False,False,True,Inbound,1.0,False,False,False,False,False,False
Closed Won,450.0,operations,70,True,False,,,,,False,False,True,True,True,True
Closed Won,324.0,operations,0,True,True,True,True,Inbound,0.0,False,False,False,False,False,False
Closed Lost,1344.0,,3,True,False,False,True,Outbound,2.0,False,True,False,False,False,False
Closed Won,768.0,quality of delivery,0,True,True,,,,,False,False,True,True,True,True
Closed Won,768.0,quality of delivery,0,True,False,True,False,Inbound,424.0,False,False,False,False,False,False
Closed Lost,300.0,financial control,92,False,True,True,True,Outbound,0.0,False,False,False,False,False,False
Closed Lost,576.0,operations,80,True,True,True,True,Outbound,0.0,False,False,False,False,False,False
Closed Won,360.0,,3,True,False,True,True,Outbound,21.0,False,True,False,False,False,False
Closed Won,768.0,operations,0,True,True,False,True,Outbound,78.0,False,False,False,False,False,False
Closed Won,458.0,quality of delivery,0,True,False,,,,,False,False,True,True,True,True
Closed Won,576.0,financial control,0,True,True,True,True,Outbound,1.0,False,False,False,False,False,False
Closed Won,1344.0,quality of delivery,61,True,True,,,,,False,False,True,True,True,True
Closed Won,360.0,financial control,0,True,True,True,True,Outbound,-71.0,False,False,False,False,False,False
Closed Won,240.0,quality of delivery,0,True,True,,,,,False,False,True,True,True,True
Closed Won,360.0,financial control,2,True,True,,,,,False,False,True,True,True,True
Closed Won,300.0,financial control,0,True,True,,,,,False,False,True,True,True,True
Closed Won,240.0,,0,True,True,False,True,Outbound,0.0,False,True,False,False,False,False
Closed Won,8014.0,operations,0,True,False,True,True,Outbound,292.0,False,False,False,False,False,False
Closed Won,360.0,operations,3,True,True,,,,,False,False,True,True,True,True
Closed Won,576.0,operations,0,True,True,,,,,False,False,True,True,True,True
Closed Won,450.0,financial control,0,True,False,True,True,Inbound,2.0,False,False,False,False,False,False
Closed Won,120.0,operations,0,True,True,True,True,Outbound,0.0,False,False,False,False,False,False
Closed Lost,300.0,financial control,14,True,True,True,True,Outbound,0.0,False,False,False,False,False,False
Closed Lost,200.0,quality of delivery,0,False,True,True,False,Outbound,1.0,False,False,False,False,False,False
Closed Lost,0.0,quality of delivery,1,False,False,,,,,False,False,True,True,True,True
Closed Won,1344.0,quality of delivery,6,True,False,True,True,Inbound,0.0,False,False,False,False,False,False
Closed Won,200.0,operations,0,True,True,False,False,Outbound,0.0,False,False,False,False,False,False
Closed Won,576.0,operations,0,True,False,,,,,False,False,True,True,True,True
Closed Lost,,,-211,False,False,,,,,True,True,True,True,True,True
Closed Won,1344.0,quality of delivery,30,True,True,False,True,Inbound,0.0,False,False,False,False,False,False
Closed Won,240.0,operations,0,True,True,False,True,Inbound,0.0,False,False,False,False,False,False
Closed Lost,200.0,financial control,0,False,True,True,True,Inbound,308.0,False,False,False,False,False,False
Closed Lost,0.0,operations,109,False,True,True,True,Outbound,122.0,False,False,False,False,False,False
Closed Won,300.0,financial control,0,True,True,,,,,False,False,True,True,True,True
Closed Won,45744.0,operations,0,True,True,,,,,False,False,True,True,True,True
Closed Won,240.0,financial control,0,True,True,False,True,Outbound,9.0,False,False,False,False,False,False
Closed Won,300.0,,0,True,True,False,False,Inbound,91.0,False,True,False,False,False,False
Closed Lost,1344.0,financial control,1,True,False,False,True,Outbound,1.0,False,False,False,False,False,False
Closed Won,360.0,operations,1,True,True,True,True,Outbound,62.0,False,False,False,False,False,False
Closed Lost,600.0,quality of delivery,14,True,False,,,,,False,False,True,True,True,True
Closed Won,150.0,,31,True,True,True,True,Inbound,0.0,False,True,False,False,False,False
Closed Won,150.0,operations,171,True,False,False,False,Outbound,153.0,False,False,False,False,False,False
Closed Won,360.0,,0,True,True,,,,,False,True,True,True,True,True
Closed Won,240.0,,0,True,True,True,True,Inbound,1.0,False,True,False,False,False,False
Closed Lost,1344.0,quality of delivery,22,True,True,True,True,Inbound,11.0,False,False,False,False,False,False
Closed Won,768.0,financial control,0,True,True,True,True,Outbound,26.0,False,False,False,False,False,False
Closed Won,,,5,False,False,,,,,True,True,True,True,True,True
Closed Won,960.0,operations,31,True,False,,,,,False,False,True,True,True,True
Closed Lost,,,0,False,False,,,,,True,True,True,True,True,True
Closed Won,200.0,,0,True,True,False,False,Inbound,0.0,False,True,False,False,False,False
Closed Won,960.0,financial control,0,True,True,False,True,Inbound,30.0,False,False,False,False,False,False
Closed Lost,360.0,operations,30,True,False,False,True,Outbound,31.0,False,False,False,False,False,False
Closed Won,768.0,,0,True,False,True,False,Outbound,0.0,False,True,False,False,False,False
Closed Won,576.0,operations,1,True,True,True,True,Outbound,3.0,False,False,False,False,False,False
Closed Won,1344.0,operations,0,True,False,,,,,False,False,True,True,True,True
Closed Won,240.0,operations,0,True,True,True,False,Inbound,0.0,False,False,False,False,False,False
Closed Won,360.0,operations,0,True,True,True,True,Outbound,0.0,False,False,False,False,False,False
Closed Won,300.0,quality of delivery,0,True,True,,,,,False,False,True,True,True,True
Closed Won,150.0,financial control,111,True,False,True,True,Outbound,92.0,False,False,False,False,False,False
Closed Won,1680.0,,0,True,True,,,,,False,True,True,True,True,True
Closed Won,324.0,quality of delivery,0,True,True,,,,,False,False,True,True,True,True
Closed Lost,150.0,,123,True,True,False,True,Outbound,123.0,False,True,False,False,False,False
Closed Won,1344.0,operations,0,True,False,True,True,Inbound,341.0,False,False,False,False,False,False
Closed Lost,360.0,,3,True,True,True,True,Outbound,92.0,False,True,False,False,False,False
Closed Lost,0.0,financial control,0,False,False,False,True,Outbound,14.0,False,False,False,False,False,False
Closed Lost,200.0,operations,0,False,True,False,False,Inbound,153.0,False,False,False,False,False,False
Closed Lost,200.0,operations,12,False,False,,,,,False,False,True,True,True,True
Closed Won,120.0,financial control,0,True,False,False,False,Outbound,0.0,False,False,False,False,False,False
Closed Won,1008.0,financial control,0,True,True,,,,,False,False,True,True,True,True
Closed Won,300.0,operations,0,True,False,,,,,False,False,True,True,True,True
Closed Won,360.0,operations,0,True,True,True,True,Outbound,336.0,False,False,False,False,False,False
Closed Won,360.0,operations,0,True,True,,,,,False,False,True,True,True,True
Closed Lost,960.0,operations,245,True,True,,,,,False,False,True,True,True,True
Closed Lost,0.0,operations,37,False,False,True,False,Outbound,122.0,False,False,False,False,False,False
Closed Won,240.0,operations,0,True,True,False,True,Inbound,156.0,False,False,False,False,False,False
Closed Won,768.0,financial control,-125,True,True,True,False,Inbound,18.0,False,False,False,False,False,False
Closed Won,300.0,operations,0,True,True,False,True,Inbound,200.0,False,False,False,False,False,False
Closed Lost,360.0,quality of delivery,153,True,True,False,True,Inbound,60.0,False,False,False,False,False,False
Closed Won,120.0,operations,0,True,False,,,,,False,False,True,True,True,True
Closed Won,768.0,financial control,0,True,True,True,True,Inbound,89.0,False,False,False,False,False,False
Closed Lost,324.0,,123,True,True,True,True,Inbound,89.0,False,True,False,False,False,False
Closed Lost,768.0,financial control,31,True,True,True,True,Outbound,233.0,False,False,False,False,False,False
Closed Lost,200.0,quality of delivery,4,False,False,,,,,False,False,True,True,True,True
Closed Won,576.0,time saving,0,True,True,False,False,Outbound,0.0,False,False,False,False,False,False
Closed Won,360.0,operations,-291,True,True,False,True,Outbound,35.0,False,False,False,False,False,False
Closed Won,360.0,financial control,0,True,True,True,True,Inbound,-320.0,False,False,False,False,False,False
Closed Lost,240.0,operations,0,True,False,True,True,Outbound,-322.0,False,False,False,False,False,False
Closed Won,576.0,operations,89,True,False,False,True,Outbound,-251.0,False,False,False,False,False,False
Closed Won,120.0,financial control,0,True,False,,,,,False,False,True,True,True,True
Closed Lost,768.0,financial control,7,True,True,,,,,False,False,True,True,True,True
Closed Lost,360.0,operations,1,True,False,False,False,Inbound,7.0,False,False,False,False,False,False
Closed Won,240.0,operations,0,True,True,False,False,Outbound,3.0,False,False,False,False,False,False
Closed Won,240.0,quality of delivery,0,True,True,,,,,False,False,True,True,True,True
Closed Won,360.0,quality of delivery,0,True,True,True,True,Outbound,0.0,False,False,False,False,False,False
Closed Won,1344.0,financial control,0,True,False,,,,,False,False,True,True,True,True
Closed Won,768.0,,0,True,False,,,,,False,True,True,True,True,True
Closed Lost,200.0,financial control,0,False,False,True,True,Outbound,62.0,False,False,False,False,False,False
Closed Lost,240.0,operations,0,True,False,False,True,Outbound,0.0,False,False,False,False,False,False
Closed Won,1344.0,financial control,0,True,False,,,,,False,False,True,True,True,True
Closed Lost,200.0,financial control,3,False,True,True,True,Inbound,0.0,False,False,False,False,False,False
Closed Won,360.0,operations,0,True,True,True,True,Inbound,4.0,False,False,False,False,False,False
Closed Won,360.0,financial control,5,True,False,True,False,Outbound,0.0,False,False,False,False,False,False
Closed Won,960.0,financial control,2,True,False,False,True,Outbound,0.0,False,False,False,False,False,False
Closed Won,324.0,quality of delivery,0,True,True,False,True,Inbound,16.0,False,False,False,False,False,False
Closed Lost,360.0,operations,66,True,True,,,,,False,False,True,True,True,True
Closed Won,360.0,quality of delivery,0,True,False,,,,,False,False,True,True,True,True
Closed Won,960.0,,0,True,False,,,,,False,True,True,True,True,True
Closed Won,360.0,financial control,0,True,False,True,True,Outbound,214.0,False,False,False,False,False,False
Closed Won,1344.0,quality of delivery,0,True,True,True,True,Inbound,42.0,False,False,False,False,False,False
Closed Lost,300.0,,0,True,False,False,True,Inbound,-122.0,False,True,False,False,False,False
Closed Lost,1008.0,financial control,3,True,True,True,True,Inbound,8.0,False,False,False,False,False,False
Closed Won,768.0,operations,0,True,True,True,True,Inbound,1.0,False,False,False,False,False,False
Closed Won,768.0,,1,True,True,True,True,Outbound,12.0,False,True,False,False,False,False
Closed Lost,1344.0,,7,True,True,True,True,Inbound,0.0,False,True,False,False,False,False
Closed Won,360.0,,0,True,False,True,False,Inbound,293.0,False,True,False,False,False,False
Closed Won,360.0,financial control,30,True,False,True,True,Outbound,62.0,False,False,False,False,False,False
Closed Won,240.0,financial control,0,True,True,True,True,Inbound,0.0,False,False,False,False,False,False
Closed Won,240.0,,0,True,True,False,True,Inbound,307.0,False,True,False,False,False,False
Closed Lost,324.0,operations,0,True,True,True,True,Inbound,0.0,False,False,False,False,False,False
Closed Won,360.0,quality of delivery,0,True,True,False,False,Inbound,10.0,False,False,False,False,False,False
Closed Won,300.0,operations,0,True,True,True,True,Inbound,2.0,False,False,False,False,False,False
Closed Won,1344.0,quality of delivery,0,True,True,True,True,Outbound,0.0,False,False,False,False,False,False
Closed Won,1008.0,financial control,0,True,True,,,,,False,False,True,True,True,True
Closed Won,600.0,quality of delivery,0,True,True,True,True,Outbound,5.0,False,False,False,False,False,False
Closed Lost,360.0,quality of delivery,3,True,True,True,True,Outbound,0.0,False,False,False,False,False,False
Closed Lost,1344.0,operations,-290,True,False,False,True,Outbound,0.0,False,False,False,False,False,False
Closed Lost,360.0,operations,1,True,True,True,True,Outbound,1.0,False,False,False,False,False,False
Closed Won,360.0,operations,0,True,True,False,False,Inbound,32.0,False,False,False,False,False,False
Closed Lost,0.0,quality of delivery,0,False,False,,,,,False,False,True,True,True,True
Closed Won,324.0,operations,0,True,True,False,True,Outbound,90.0,False,False,False,False,False,False
Closed Lost,200.0,quality of delivery,150,False,False,True,False,Outbound,-274.0,False,False,False,False,False,False
Closed Lost,324.0,,34,True,True,True,True,Inbound,30.0,False,True,False,False,False,False
Closed Won,360.0,quality of delivery,1,True,True,False,False,Inbound,38.0,False,False,False,False,False,False
Closed Lost,360.0,operations,-1,True,True,True,True,Inbound,7.0,False,False,False,False,False,False
Closed Won,240.0,financial control,0,True,False,True,True,Outbound,35.0,False,False,False,False,False,False
Closed Lost,150.0,operations,3,True,True,True,True,Inbound,1.0,False,False,False,False,False,False
Closed Won,360.0,operations,0,True,True,False,True,Outbound,2.0,False,False,False,False,False,False
Closed Lost,150.0,operations,2,True,False,True,False,Inbound,214.0,False,False,False,False,False,False
Closed Won,360.0,operations,0,True,True,,,,,False,False,True,True,True,True
Closed Won,240.0,operations,4,True,True,,,,,False,False,True,True,True,True
Closed Won,,,0,False,False,,,,,True,True,True,True,True,True
Closed Won,360.0,operations,0,True,True,,,,,False,False,True,True,True,True
Closed Won,768.0,,0,True,False,False,False,Outbound,60.0,False,True,False,False,False,False
Closed Won,1344.0,financial control,0,True,True,,,,,False,False,True,True,True,True
Closed Won,576.0,quality of delivery,0,True,True,False,False,Outbound,0.0,False,False,False,False,False,False
Closed Lost,240.0,financial control,3,True,True,,,,,False,False,True,True,True,True
Closed Lost,768.0,financial control,15,True,False,,,,,False,False,True,True,True,True
Closed Won,360.0,financial control,0,True,False,False,True,Inbound,1.0,False,False,False,False,False,False
Closed Won,360.0,operations,4,True,True,,,,,False,False,True,True,True,True
Closed Lost,960.0,operations,4,True,True,True,True,Outbound,1.0,False,False,False,False,False,False
Closed Won,456.0,financial control,0,True,False,False,False,Outbound,0.0,False,False,False,False,False,False
Closed Won,1344.0,,156,True,False,,,,,False,True,True,True,True,True
Closed Won,360.0,financial control,1,True,True,False,True,Inbound,1.0,False,False,False,False,False,False
Closed Lost,324.0,quality of delivery,1,True,True,True,True,Outbound,0.0,False,False,False,False,False,False
Closed Won,768.0,operations,0,True,True,True,True,Inbound,6.0,False,False,False,False,False,False
Closed Won,360.0,financial control,1,True,False,,,,,False,False,True,True,True,True
Closed Won,240.0,financial control,0,True,True,True,False,Outbound,0.0,False,False,False,False,False,False
Closed Won,1008.0,operations,0,True,True,,,,,False,False,True,True,True,True
Closed Won,360.0,quality of delivery,0,True,True,,,,,False,False,True,True,True,True
Closed Lost,240.0,financial control,67,True,True,True,True,Inbound,0.0,False,False,False,False,False,False
Closed Lost,576.0,financial control,0,True,True,,,,,False,False,True,True,True,True
Closed Lost,324.0,financial control,0,True,True,True,True,Outbound,1.0,False,False,False,False,False,False
Closed Lost,200.0,financial control,7,False,False,True,False,Inbound,99.0,False,False,False,False,False,False
Closed Won,360.0,operations,0,True,True,True,True,Inbound,0.0,False,False,False,False,False,False
Closed Won,240.0,quality of delivery,0,True,True,True,True,Outbound,334.0,False,False,False,False,False,False
Closed Won,1344.0,operations,0,True,True,,,,,False,False,True,True,True,True
Closed Won,360.0,financial control,0,True,True,True,True,Inbound,31.0,False,False,False,False,False,False
Closed Won,360.0,operations,8,True,False,False,False,Inbound,1.0,False,False,False,False,False,False
Closed Won,120.0,operations,-189,True,True,False,True,Inbound,1.0,False,False,False,False,False,False
Closed Lost,240.0,financial control,9,True,True,True,True,Inbound,1.0,False,False,False,False,False,False
Closed Lost,360.0,financial control,214,True,False,True,True,Inbound,-201.0,False,False,False,False,False,False
Closed Won,1344.0,financial control,1,True,True,True,True,Inbound,0.0,False,False,False,False,False,False
Closed Won,576.0,operations,0,True,False,,,,,False,False,True,True,True,True
Closed Won,768.0,operations,0,True,True,True,True,Inbound,0.0,False,False,False,False,False,False
Closed Won,300.0,,0,True,True,,,,,False,True,True,True,True,True
Closed Won,576.0,operations,0,True,False,,,,,False,False,True,True,True,True
Closed Won,768.0,financial control,0,True,True,True,True,Outbound,0.0,False,False,False,False,False,False
Closed Won,300.0,operations,92,True,False,,,,,False,False,True,True,True,True
Closed Lost,300.0,financial control,7,True,True,True,False,Inbound,0.0,False,False,False,False,False,False
Closed Won,768.0,quality of delivery,0,True,True,True,True,Outbound,0.0,False,False,False,False,False,False
Closed Won,300.0,operations,0,True,True,,,,,False,False,True,True,True,True
Closed Won,576.0,quality of delivery,0,True,True,,,,,False,False,True,True,True,True
Closed Won,600.0,financial control,0,True,False,True,False,Inbound,-6.0,False,False,False,False,False,False
Closed Lost,240.0,financial control,15,True,True,True,True,Outbound,245.0,False,False,False,False,False,False
Closed Won,960.0,,0,True,True,,,,,False,True,True,True,True,True
Closed Won,576.0,,0,True,False,False,False,Outbound,34.0,False,True,False,False,False,False
Closed Won,360.0,operations,0,True,True,True,True,Outbound,0.0,False,False,False,False,False,False
Closed Won,768.0,operations,1,True,True,,,,,False,False,True,True,True,True
Closed Won,360.0,time saving,0,True,True,False,False,Inbound,244.0,False,False,False,False,False,False
Closed Lost,960.0,operations,2,False,True,False,True,Inbound,0.0,False,False,False,False,False,False
Closed Won,360.0,quality of delivery,0,True,True,True,False,Outbound,31.0,False,False,False,False,False,False
Closed Won,360.0,quality of delivery,62,True,True,,,,,False,False,True,True,True,True
Closed Lost,300.0,financial control,91,True,True,False,False,Inbound,92.0,False,False,False,False,False,False
Closed Won,120.0,,0,True,True,True,False,Inbound,0.0,False,True,False,False,False,False
Closed Lost,960.0,operations,8,False,False,False,True,Inbound,0.0,False,False,False,False,False,False
Closed Won,,,154,True,False,,,,,True,True,True,True,True,True
Closed Won,960.0,operations,0,True,True,True,True,Outbound,0.0,False,False,False,False,False,False
Closed Won,768.0,financial control,0,True,True,True,True,Outbound,0.0,False,False,False,False,False,False
Closed Won,120.0,operations,0,True,True,True,True,Inbound,0.0,False,False,False,False,False,False
Closed Won,240.0,quality of delivery,2,True,False,False,True,Outbound,0.0,False,False,False,False,False,False
Closed Won,240.0,,0,True,True,False,False,Inbound,319.0,False,True,False,False,False,False
Closed Won,576.0,financial control,0,True,True,True,False,Inbound,5.0,False,False,False,False,False,False
Closed Lost,0.0,operations,0,False,True,True,True,Inbound,2.0,False,False,False,False,False,False
Closed Lost,200.0,operations,0,False,False,True,False,Outbound,3.0,False,False,False,False,False,False
Closed Won,120.0,,0,True,False,,,,,False,True,True,True,True,True
Closed Won,200.0,,0,True,True,True,True,Inbound,0.0,False,True,False,False,False,False
Closed Lost,0.0,operations,31,False,False,False,True,Inbound,61.0,False,False,False,False,False,False
Closed Won,300.0,financial control,0,True,True,True,True,Inbound,0.0,False,False,False,False,False,False
Closed Won,576.0,operations,0,True,True,,,,,False,False,True,True,True,True
Closed Lost,768.0,operations,153,True,True,True,True,Outbound,150.0,False,False,False,False,False,False
Closed Won,360.0,financial control,0,True,False,,,,,False,False,True,True,True,True
Closed Won,240.0,operations,0,True,True,False,True,Inbound,0.0,False,False,False,False,False,False
Closed Won,360.0,operations,0,True,False,False,False,Inbound,252.0,False,False,False,False,False,False
Closed Won,576.0,operations,0,True,True,True,True,Inbound,92.0,False,False,False,False,False,False
Closed Won,360.0,,31,True,False,True,True,Outbound,75.0,False,True,False,False,False,False
Closed Won,960.0,financial control,2,True,False,True,True,Outbound,1.0,False,False,False,False,False,False
Closed Lost,360.0,operations,5,False,True,True,True,Outbound,0.0,False,False,False,False,False,False
Closed Won,240.0,operations,0,True,True,,,,,False,False,True,True,True,True
Closed Won,576.0,quality of delivery,0,True,True,True,True,Inbound,1.0,False,False,False,False,False,False
Closed Won,360.0,financial control,0,True,True,False,False,Outbound,255.0,False,False,False,False,False,False
Closed Won,120.0,,0,True,True,False,False,Inbound,31.0,False,True,False,False,False,False
Closed Won,768.0,quality of delivery,0,True,True,False,False,Inbound,30.0,False,False,False,False,False,False
Closed Won,200.0,financial control,0,True,True,True,True,Outbound,1.0,False,False,False,False,False,False
Closed Won,240.0,operations,0,True,False,,,,,False,False,True,True,True,True
Closed Won,960.0,financial control,5,True,True,True,True,Inbound,1.0,False,False,False,False,False,False
Closed Lost,360.0,financial control,0,True,True,True,True,Outbound,8.0,False,False,False,False,False,False
Closed Won,1344.0,quality of delivery,1,True,True,,,,,False,False,True,True,True,True
Closed Lost,1344.0,operations,4,True,False,True,True,Outbound,127.0,False,False,False,False,False,False
Closed Lost,0.0,quality of delivery,0,False,True,True,False,Inbound,1.0,False,False,False,False,False,False
Closed Won,768.0,financial control,0,True,False,,,,,False,False,True,True,True,True
Closed Won,1344.0,financial control,0,True,True,,,,,False,False,True,True,True,True
Closed Won,576.0,quality of delivery,0,True,True,True,True,Outbound,0.0,False,False,False,False,False,False
Closed Won,1344.0,operations,12,True,True,False,False,Inbound,188.0,False,False,False,False,False,False
Closed Won,240.0,,0,True,True,,,,,False,True,True,True,True,True
Closed Lost,0.0,financial control,304,False,False,True,True,Inbound,-282.0,False,False,False,False,False,False
Closed Won,768.0,financial control,0,True,True,True,False,Inbound,282.0,False,False,False,False,False,False
Closed Won,576.0,financial control,0,True,True,True,True,Inbound,1.0,False,False,False,False,False,False
Closed Lost,1344.0,operations,4,True,False,,,,,False,False,True,True,True,True
